wl_um,n,k
5.8,2.24020926756,0
5.81,2.24005979073,0
5.82,2.2399122807,0
5.83,2.23976608187,0
5.84,2.23961988304,0
5.85,2.23947368421,0
5.86,2.23932748538,0
5.87,2.23918128655,0
5.88,2.23903508772,0
5.89,2.239,0
5.9,2.239,0
5.91,2.239,0
5.92,2.239,0
5.93,2.239,0
5.94,2.239,0
5.95,2.239,0
5.96,2.23889400279,0
5.97,2.23875453278,0
5.98,2.23861506276,0
5.99,2.23847559275,0
6,2.23833612273,0
6.01,2.23819665272,0
6.02,2.23805718271,0
6.03,2.23791972789,8.02721088435e-05
6.04,2.23778367347,0.000216326530612
6.05,2.23764761905,0.000352380952381
6.06,2.23751156463,0.00048843537415
6.07,2.2373755102,0.000624489795918
6.08,2.23723945578,0.000760544217687
6.09,2.23710340136,0.000896598639456
6.1,2.23696808511,0.001
6.11,2.23683510638,0.001
6.12,2.23670212766,0.001
6.13,2.23656914894,0.001
6.14,2.23643617021,0.001
6.15,2.23630319149,0.001
6.16,2.23617021277,0.001
6.17,2.23603723404,0.001
6.18,2.236,0.001
6.19,2.236,0.001
6.2,2.236,0.001
6.21,2.236,0.001
6.22,2.236,0.001
6.23,2.236,0.001
6.24,2.236,0.001
6.25,2.236,0.001
6.26,2.23587357775,0.001
6.27,2.2357471555,0.001
6.28,2.23562073325,0.001
6.29,2.235494311,0.001
6.3,2.23536788875,0.001
6.31,2.2352414665,0.001
6.32,2.23511504425,0.001
6.33,2.235,0.00101108374384
6.34,2.235,0.0011342364532
6.35,2.235,0.00125738916256
6.36,2.235,0.00138054187192
6.37,2.235,0.00150369458128
6.38,2.235,0.00162684729064
6.39,2.235,0.00175
6.4,2.235,0.00187315270936
6.41,2.235,0.00199630541872
6.42,2.23488341346,0.002
6.43,2.23476322115,0.002
6.44,2.23464302885,0.002
6.45,2.23452283654,0.002
6.46,2.23440264423,0.002
6.47,2.23428245192,0.002
6.48,2.23416225962,0.002
6.49,2.23404206731,0.002
6.5,2.234,0.002
6.51,2.234,0.002
6.52,2.234,0.002
6.53,2.234,0.002
6.54,2.234,0.002
6.55,2.234,0.002
6.56,2.234,0.002
6.57,2.234,0.002
6.58,2.23398747153,0.002
6.59,2.23387357631,0.002
6.6,2.23375968109,0.002
6.61,2.23364578588,0.002
6.62,2.23353189066,0.002
6.63,2.23341799544,0.002
6.64,2.23330410023,0.002
6.65,2.23319020501,0.002
6.66,2.23307630979,0.002
6.67,2.23296337403,0.002
6.68,2.23285238624,0.002
6.69,2.23274139845,0.002
6.7,2.23263041065,0.002
6.71,2.23251942286,0.002
6.72,2.23240843507,0.002
6.73,2.23229744728,0.002
6.74,2.23218645949,0.002
6.75,2.2320754717,0.002
6.76,2.232,0.002
6.77,2.232,0.002
6.78,2.232,0.002
6.79,2.232,0.002
6.8,2.232,0.002
6.81,2.232,0.002
6.82,2.232,0.002
6.83,2.232,0.002
6.84,2.232,0.002
6.85,2.23199263933,0.00200736067298
6.86,2.23188748686,0.00211251314406
6.87,2.23178233438,0.00221766561514
6.88,2.23167718191,0.00232281808623
6.89,2.23157202944,0.00242797055731
6.9,2.23146687697,0.00253312302839
6.91,2.2313617245,0.00263827549947
6.92,2.23125657203,0.00274342797056
6.93,2.23115141956,0.00284858044164
6.94,2.23104626709,0.00295373291272
6.95,2.23094279877,0.003
6.96,2.23084065373,0.003
6.97,2.23073850868,0.003
6.98,2.23063636364,0.003
6.99,2.23053421859,0.003
7,2.23043207354,0.003
7.01,2.2303299285,0.003
7.02,2.23022778345,0.003
7.03,2.23012563841,0.003
7.04,2.23002349336,0.003
7.05,2.22992345924,0.003
7.06,2.22982405567,0.003
7.07,2.22972465209,0.003
7.08,2.22962524851,0.003
7.09,2.22952584493,0.003
7.1,2.22942644135,0.003
7.11,2.22932703777,0.003
7.12,2.22922763419,0.003
7.13,2.22912823062,0.003
7.14,2.22902882704,0.003
7.15,2.229,0.003
7.16,2.229,0.003
7.17,2.229,0.003
7.18,2.229,0.003
7.19,2.229,0.003
7.2,2.229,0.003
7.21,2.229,0.003
7.22,2.229,0.003
7.23,2.229,0.003
7.24,2.229,0.003
7.25,2.22896619718,0.003
7.26,2.22887230047,0.003
7.27,2.22877840376,0.003
7.28,2.22868450704,0.003
7.29,2.22859061033,0.003
7.3,2.22849671362,0.003
7.31,2.2284028169,0.003
7.32,2.22830892019,0.003
7.33,2.22821502347,0.003
7.34,2.22812112676,0.003
7.35,2.22802723005,0.003
7.36,2.22793533698,0.003
7.37,2.2278442623,0.003
7.38,2.22775318761,0.003
7.39,2.22766211293,0.003
7.4,2.22757103825,0.003
7.41,2.22747996357,0.003
7.42,2.22738888889,0.003
7.43,2.22729781421,0.003
7.44,2.22720673953,0.003
7.45,2.22711566485,0.003
7.46,2.22702459016,0.003
7.47,2.22693545535,0.003
7.48,2.22684703802,0.003
7.49,2.22675862069,0.003
7.5,2.22667020336,0.003
7.51,2.22658178603,0.003
7.52,2.2264933687,0.003
7.53,2.22640495137,0.003
7.54,2.22631653404,0.003
7.55,2.22622811671,0.003
7.56,2.22613969938,0.003
7.57,2.22605128205,0.003
7.58,2.2259639485,0.003
7.59,2.22587811159,0.003
7.6,2.22579227468,0.003
7.61,2.22570643777,0.003
7.62,2.22562060086,0.003
7.63,2.22553476395,0.003
7.64,2.22544892704,0.003
