wl_um,n,k
0.86,2.07017788918,1.73405269979e-49
0.87,2.06969058006,5.50125366757e-50
0.88,2.06921780015,1.78215329332e-50
0.89,2.06875887912,5.89085745104e-51
0.9,2.06831316192,1.98432909069e-51
0.91,2.06787993248,6.79952088838e-52
0.92,2.06745865493,2.36649552479e-52
0.93,2.06704876602,8.40428261788e-53
0.94,2.06664983695,3.05986789916e-53
0.95,2.06626117704,1.12512981982e-53
0.96,2.06588236503,4.18910992514e-54
0.97,2.0655131015,1.60525635996e-54
0.98,2.06515274515,6.17058130656e-55
0.99,2.06480107621,2.43553716571e-55
1,2.06445752892,9.66361201426e-56
1.01,2.06412203928,3.93016513278e-56
1.02,2.06379394017,1.60046937855e-56
1.03,2.06347299349,6.71384245642e-57
1.04,2.06315880943,2.82916160991e-57
1.05,2.06285149108,1.20616075324e-57
1.06,2.06255038355,5.25729535653e-58
1.07,2.06225527281,2.3097150891e-58
1.08,2.06196590827,1.02361746567e-58
1.09,2.06168213931,4.60142974236e-59
1.1,2.06140372731,2.1052552093e-59
1.11,2.06113052426,9.73181911332e-60
1.12,2.06086193537,4.54225349341e-60
1.13,2.06059821285,2.14392383014e-60
1.14,2.06033887733,1.02266813231e-60
1.15,2.06008398304,4.93372274851e-61
1.16,2.05983307884,2.40515621345e-61
1.17,2.05958622869,1.18537015819e-61
1.18,2.05934309533,5.90123921521e-62
1.19,2.05910372404,2.96817661807e-62
1.2,2.05886785612,1.50709095732e-62
1.21,2.05863526211,7.71889294355e-63
1.22,2.05840594085,3.98712912054e-63
1.23,2.05817982273,2.07622419506e-63
1.24,2.05795651115,1.09596740819e-63
1.25,2.05773616886,5.84235162998e-64
1.26,2.05751852524,3.13311270092e-64
1.27,2.0573034282,1.68916841294e-64
1.28,2.05709100428,9.2025344658e-65
1.29,2.0568810755,5.07802434387e-65
1.3,2.05667336752,2.81031272988e-65
1.31,2.05646797653,1.56442236514e-65
1.32,2.05626466387,8.84304728694e-66
1.33,2.05606345195,5.00396395439e-66
1.34,2.05586425753,2.85882624763e-66
1.35,2.05566691036,1.64761086844e-66
1.36,2.05547135677,9.50426842461e-67
1.37,2.05527766321,5.57289113988e-67
1.38,2.05508562734,3.25832822484e-67
1.39,2.05489509431,1.93630623866e-67
1.4,2.054706257,1.14749812489e-67
1.41,2.05451886235,6.91019351467e-68
1.42,2.05433283854,4.14865197387e-68
1.43,2.05414821067,2.52796416053e-68
1.44,2.05396481617,1.54061012564e-68
1.45,2.05378281413,9.46739295628e-69
1.46,2.05360201818,5.86004706716e-69
1.47,2.05342231045,3.62579990585e-69
1.48,2.05324358648,2.27482798055e-69
1.49,2.05306615206,1.43052334425e-69
1.5,2.05288959763,9.00182697402e-70
1.51,2.05271385883,5.74177347182e-70
1.52,2.05253924632,3.67120328887e-70
1.53,2.05236538144,2.35131377263e-70
1.54,2.05219249204,1.51836352059e-70
1.55,2.05202035161,9.87335151128e-71
1.56,2.0518488248,6.43592372882e-71
1.57,2.05167818522,4.2094277635e-71
1.58,2.05150821318,2.76709321816e-71
1.59,2.05133885774,1.83470535687e-71
1.6,2.05117001951,1.22029949937e-71
1.61,2.05100187301,8.14688119383e-72
1.62,2.05083420911,5.4577412436e-72
1.63,2.05066713859,3.67058198527e-72
1.64,2.05050046555,2.47793119461e-72
1.65,2.05033438497,1.68629708735e-72
1.66,2.05016879959,1.15195411568e-72
1.67,2.05000340158,7.89490670599e-73
1.68,2.04983857262,5.43340580369e-73
1.69,2.04967397124,3.75249371729e-73
1.7,2.04950979469,2.60200164443e-73
1.71,2.04934589908,1.81100185808e-73
1.72,2.04918225691,1.2651527387e-73
1.73,2.0490189459,8.87283588207e-74
1.74,2.04885583122,6.24527398087e-74
1.75,2.04869297546,4.41230266745e-74
1.76,2.04853026459,3.12815443164e-74
1.77,2.04836768993,2.2253571934e-74
1.78,2.04820537377,1.5888802934e-74
1.79,2.04804322771,1.13830190655e-74
1.8,2.04788112937,8.18022972166e-75
1.81,2.04771914279,5.89716525733e-75
1.82,2.04755724536,4.2642300844e-75
1.83,2.04739541542,3.09248094127e-75
1.84,2.04723363041,2.25010927801e-75
1.85,2.04707202504,1.64665256117e-75
1.86,2.04691026167,1.20783205692e-75
1.87,2.04674864453,8.8846918579e-76
1.88,2.04658683124,6.54905655713e-76
1.89,2.04642517517,4.84023035842e-76
1.9,2.0462633741,3.58445990105e-76
1.91,2.04610164805,2.6638941603e-76
1.92,2.04593978496,1.9904983876e-76
1.93,2.04577780497,1.48985327771e-76
1.94,2.04561578724,1.11710285404e-76
1.95,2.04545370902,8.38997948193e-77
1.96,2.04529144263,6.32097033817e-77
1.97,2.04512910536,4.78816668504e-77
1.98,2.04496656749,3.63060961295e-77
1.99,2.04480385,2.75564861423e-77
2,2.04464115562,2.0968078841e-77
2.01,2.04447805706,1.60457141364e-77
2.02,2.04431493375,1.22887444878e-77
2.03,2.04415159511,9.41606469653e-78
2.04,2.04398811147,7.24843147641e-78
2.05,2.04382431265,5.59639320097e-78
2.06,2.0436602475,4.32088337614e-78
2.07,2.04349610622,3.34477457966e-78
2.08,2.04333163157,2.60187194426e-78
2.09,2.04316702674,2.02355536478e-78
2.1,2.04300197709,1.57639787402e-78
2.11,2.04283681525,1.23455417052e-78
2.12,2.0426713367,9.66024401155e-79
2.13,2.04250554625,7.58237069516e-79
2.14,2.04233943433,5.97114596075e-79
2.15,2.04217313679,4.69794725972e-79
2.16,2.04200650335,3.71714446259e-79
2.17,2.0418395022,2.94150758288e-79
2.18,2.04167227504,2.33032105365e-79
2.19,2.04150471154,1.85490127026e-79
2.2,2.04133672579,1.47371214091e-79
2.21,2.04116845723,1.17781090478e-79
