wavelength_nm,angle=0|pol=p|R,angle=0|pol=s|R,angle=30|pol=p|R,angle=30|pol=s|R,angle=45|pol=p|R,angle=45|pol=s|R
513.75,0.0053019851687073115,0.0053019851687073115,0.0030422996497756895,0.010836960603303941,0.000615524546432056,0.021920542459284216
514.0,0.005406760240509218,0.005406760240509218,0.003051822184190105,0.01088188005536468,0.0006370860784668704,0.021799384380574965
514.25,0.00551212930443436,0.00551212930443436,0.003061642186467264,0.010925899823003692,0.0006597125403948969,0.02167713943252942
514.5,0.005618073764429535,0.005618073764429535,0.0030717553742118163,0.010969013579133699,0.0006833910235185689,0.021553830518582583
514.75,0.005724574955079328,0.005724574955079328,0.0030821574665102877,0.011011215248687414,0.0007081085721544012,0.021429480650018092
515.0,0.00583161414856826,0.00583161414856826,0.003092844185212535,0.011052499007869752,0.0007338521859721909,0.02130411294141109
515.25,0.005939172561563269,0.005939172561563269,0.00310381125618087,0.011092859283345058,0.0007606088223119717,0.021177750606083533
515.5,0.006047231362013595,0.006047231362013595,0.003115054410507308,0.011132290751360005,0.0007883653984782888,0.021050416951576462
515.75,0.006155771675867665,0.006155771675867665,0.0031265693856991437,0.011170788336802009,0.0008171087940120998,0.02092213537513695
516.0,0.006264774593704405,0.006264774593704405,0.003138351926833132,0.011208347212199632,0.0008468258529400911,0.02079292935921931
516.25,0.006374221177278535,0.006374221177278535,0.0031503977876780583,0.011244962796659295,0.0008775033860013213,0.020662822467003857
516.5,0.006484092465977708,0.006484092465977708,0.00316270273178737,0.011280630754746866,0.0009091281728510686,0.020531838337930774
516.75,0.006594369483190472,0.006594369483190472,0.0031752625335602913,0.011315346995310272,0.0009416869642421091,0.02040000068325172
517.0,0.0067050332425835635,0.0067050332425835635,0.0031880729792732277,0.011349107670248045,0.0009751664841829359,0.020267333281596557
517.25,0.006816064754288566,0.006816064754288566,0.0032011298680809162,0.011381909173223024,0.001009553432073433,0.02013385997456008
517.5,0.0069274450309952254,0.0069274450309952254,0.003214429012988097,0.011413748138324454,0.001044834484817397,0.019999604662302405
517.75,0.007039155093951479,0.007039155093951479,0.0032279662417918995,0.0114446214386782,0.0010809962989123177,0.019864591299171473
518.0,0.007151175978869165,0.007151175978869165,0.0032417373979949943,0.011474526185007099,0.0011180255125162262,0.019728843889341256
518.25,0.007263488741734507,0.007263488741734507,0.003255738341690136,0.01150345972414416,0.0011559087474916276,0.01959238648246843
